"Step","05072025_yolov11n_histEQ - train/dfl_loss","05072025_yolov11n_histEQ - train/dfl_loss__MIN","05072025_yolov11n_histEQ - train/dfl_loss__MAX","05072025_yolov11s_histEQ2 - train/dfl_loss","05072025_yolov11s_histEQ2 - train/dfl_loss__MIN","05072025_yolov11s_histEQ2 - train/dfl_loss__MAX","05072025_yolov11l_histEQ3 - train/dfl_loss","05072025_yolov11l_histEQ3 - train/dfl_loss__MIN","05072025_yolov11l_histEQ3 - train/dfl_loss__MAX","04072025_yolov11m_histEQ - train/dfl_loss","04072025_yolov11m_histEQ - train/dfl_loss__MIN","04072025_yolov11m_histEQ - train/dfl_loss__MAX"
"162","1.27524","1.27524","1.27524","1.42003","1.42003","1.42003","1.49744","1.49744","1.49744","1.46429","1.46429","1.46429"
"163","1.28167","1.28167","1.28167","1.41102","1.41102","1.41102","1.50585","1.50585","1.50585","1.5022","1.5022","1.5022"
"164","1.27117","1.27117","1.27117","1.41474","1.41474","1.41474","1.50213","1.50213","1.50213","1.45231","1.45231","1.45231"
"165","1.27294","1.27294","1.27294","1.43623","1.43623","1.43623","1.49497","1.49497","1.49497","1.48842","1.48842","1.48842"
"166","1.24923","1.24923","1.24923","1.40528","1.40528","1.40528","1.48746","1.48746","1.48746","1.51449","1.51449","1.51449"
"167","1.29031","1.29031","1.29031","1.41927","1.41927","1.41927","1.48734","1.48734","1.48734","1.49991","1.49991","1.49991"
"168","1.25324","1.25324","1.25324","1.39867","1.39867","1.39867","1.52578","1.52578","1.52578","1.45504","1.45504","1.45504"
"169","1.27831","1.27831","1.27831","1.41678","1.41678","1.41678","1.49631","1.49631","1.49631","1.46745","1.46745","1.46745"
"170","1.28018","1.28018","1.28018","1.42803","1.42803","1.42803","1.49498","1.49498","1.49498","1.48883","1.48883","1.48883"
"171","1.28255","1.28255","1.28255","1.42838","1.42838","1.42838","1.54218","1.54218","1.54218","1.46036","1.46036","1.46036"
"172","1.27028","1.27028","1.27028","1.41325","1.41325","1.41325","1.51699","1.51699","1.51699","1.43037","1.43037","1.43037"
"173","1.27048","1.27048","1.27048","1.39588","1.39588","1.39588","1.51214","1.51214","1.51214","1.49702","1.49702","1.49702"
"174","1.26243","1.26243","1.26243","1.38884","1.38884","1.38884","1.47004","1.47004","1.47004","1.48533","1.48533","1.48533"
"175","1.26565","1.26565","1.26565","1.39028","1.39028","1.39028","1.49512","1.49512","1.49512","1.47347","1.47347","1.47347"
"176","1.2774","1.2774","1.2774","1.41646","1.41646","1.41646","1.51943","1.51943","1.51943","1.47179","1.47179","1.47179"
"177","1.26819","1.26819","1.26819","1.41863","1.41863","1.41863","1.5237","1.5237","1.5237","1.42355","1.42355","1.42355"
"178","1.25794","1.25794","1.25794","1.40854","1.40854","1.40854","1.55607","1.55607","1.55607","1.4548","1.4548","1.4548"
"179","1.25682","1.25682","1.25682","1.40137","1.40137","1.40137","1.5118","1.5118","1.5118","1.48791","1.48791","1.48791"
"180","1.25551","1.25551","1.25551","1.38396","1.38396","1.38396","1.49324","1.49324","1.49324","1.50445","1.50445","1.50445"
"181","1.27137","1.27137","1.27137","1.4115","1.4115","1.4115","1.50992","1.50992","1.50992","1.47857","1.47857","1.47857"
"182","1.28587","1.28587","1.28587","1.43823","1.43823","1.43823","1.48168","1.48168","1.48168","1.45912","1.45912","1.45912"
"183","1.25765","1.25765","1.25765","1.4096","1.4096","1.4096","1.47019","1.47019","1.47019","1.44349","1.44349","1.44349"
"184","1.26391","1.26391","1.26391","1.40034","1.40034","1.40034","1.49427","1.49427","1.49427","1.43151","1.43151","1.43151"
"185","1.251","1.251","1.251","1.39045","1.39045","1.39045","1.44831","1.44831","1.44831","1.41491","1.41491","1.41491"
"186","1.26549","1.26549","1.26549","1.40277","1.40277","1.40277","1.46957","1.46957","1.46957","1.43754","1.43754","1.43754"
"187","1.2548","1.2548","1.2548","1.39431","1.39431","1.39431","1.45706","1.45706","1.45706","1.47771","1.47771","1.47771"
"188","1.28794","1.28794","1.28794","1.42444","1.42444","1.42444","1.46096","1.46096","1.46096","1.4279","1.4279","1.4279"
"189","1.23534","1.23534","1.23534","1.38138","1.38138","1.38138","1.44827","1.44827","1.44827","1.47383","1.47383","1.47383"
"190","1.26597","1.26597","1.26597","1.42186","1.42186","1.42186","1.49478","1.49478","1.49478","1.44279","1.44279","1.44279"
"191","1.26012","1.26012","1.26012","1.39765","1.39765","1.39765","1.46069","1.46069","1.46069","1.45403","1.45403","1.45403"
"192","1.23582","1.23582","1.23582","1.37649","1.37649","1.37649","1.47428","1.47428","1.47428","1.43339","1.43339","1.43339"
"193","1.24125","1.24125","1.24125","1.3529","1.3529","1.3529","1.43464","1.43464","1.43464","1.41817","1.41817","1.41817"
"194","1.25694","1.25694","1.25694","1.37713","1.37713","1.37713","1.47394","1.47394","1.47394","1.42838","1.42838","1.42838"
"195","1.24922","1.24922","1.24922","1.37804","1.37804","1.37804","1.48443","1.48443","1.48443","1.42619","1.42619","1.42619"
"196","1.25073","1.25073","1.25073","1.40313","1.40313","1.40313","1.48182","1.48182","1.48182","1.43422","1.43422","1.43422"
"197","1.25559","1.25559","1.25559","1.37427","1.37427","1.37427","1.46702","1.46702","1.46702","1.42571","1.42571","1.42571"
"198","1.22556","1.22556","1.22556","1.39804","1.39804","1.39804","1.47315","1.47315","1.47315","1.45373","1.45373","1.45373"
"199","1.23945","1.23945","1.23945","1.3892","1.3892","1.3892","1.45507","1.45507","1.45507","1.42015","1.42015","1.42015"
"200","1.23488","1.23488","1.23488","1.37395","1.37395","1.37395","1.47376","1.47376","1.47376","1.44733","1.44733","1.44733"
"201","1.21702","1.21702","1.21702","1.37877","1.37877","1.37877","1.45495","1.45495","1.45495","1.43795","1.43795","1.43795"
"202","1.22931","1.22931","1.22931","1.37299","1.37299","1.37299","1.43528","1.43528","1.43528","1.45845","1.45845","1.45845"
"203","1.22249","1.22249","1.22249","1.35937","1.35937","1.35937","1.43764","1.43764","1.43764","1.46438","1.46438","1.46438"
"204","1.23312","1.23312","1.23312","1.40907","1.40907","1.40907","1.45749","1.45749","1.45749","1.43458","1.43458","1.43458"
"205","1.22655","1.22655","1.22655","1.37684","1.37684","1.37684","1.44121","1.44121","1.44121","1.40255","1.40255","1.40255"
"206","1.24683","1.24683","1.24683","1.37427","1.37427","1.37427","1.43796","1.43796","1.43796","1.45885","1.45885","1.45885"
"207","1.24804","1.24804","1.24804","1.39551","1.39551","1.39551","1.4592","1.4592","1.4592","1.41246","1.41246","1.41246"
"208","1.22644","1.22644","1.22644","1.35298","1.35298","1.35298","1.45356","1.45356","1.45356","1.43675","1.43675","1.43675"
"209","1.24419","1.24419","1.24419","1.38325","1.38325","1.38325","1.4554","1.4554","1.4554","1.45468","1.45468","1.45468"
"210","1.23994","1.23994","1.23994","1.39158","1.39158","1.39158","1.4769","1.4769","1.4769","1.47345","1.47345","1.47345"
"211","1.24191","1.24191","1.24191","1.38769","1.38769","1.38769","1.42409","1.42409","1.42409","1.44766","1.44766","1.44766"
"212","1.22288","1.22288","1.22288","1.36907","1.36907","1.36907","1.43085","1.43085","1.43085","1.44576","1.44576","1.44576"
"213","1.22795","1.22795","1.22795","1.36104","1.36104","1.36104","1.45301","1.45301","1.45301","1.39639","1.39639","1.39639"
"214","1.22886","1.22886","1.22886","1.3596","1.3596","1.3596","1.44551","1.44551","1.44551","1.41349","1.41349","1.41349"
"215","1.23071","1.23071","1.23071","1.3714","1.3714","1.3714","1.43664","1.43664","1.43664","1.43886","1.43886","1.43886"
"216","1.22185","1.22185","1.22185","1.35185","1.35185","1.35185","1.43229","1.43229","1.43229","1.42896","1.42896","1.42896"
"217","1.2488","1.2488","1.2488","1.38004","1.38004","1.38004","1.45253","1.45253","1.45253","1.43744","1.43744","1.43744"
"218","1.25617","1.25617","1.25617","1.38364","1.38364","1.38364","1.48229","1.48229","1.48229","1.37687","1.37687","1.37687"
"219","1.22403","1.22403","1.22403","1.35091","1.35091","1.35091","1.44276","1.44276","1.44276","1.42063","1.42063","1.42063"
"220","1.26132","1.26132","1.26132","1.38552","1.38552","1.38552","1.46184","1.46184","1.46184","1.44375","1.44375","1.44375"
"221","1.24787","1.24787","1.24787","1.38281","1.38281","1.38281","1.45562","1.45562","1.45562","1.41246","1.41246","1.41246"
"222","1.22367","1.22367","1.22367","1.35562","1.35562","1.35562","1.42792","1.42792","1.42792","1.43766","1.43766","1.43766"
"223","1.23105","1.23105","1.23105","1.36173","1.36173","1.36173","1.44641","1.44641","1.44641","1.3786","1.3786","1.3786"
"224","1.22258","1.22258","1.22258","1.35623","1.35623","1.35623","1.42809","1.42809","1.42809","1.42715","1.42715","1.42715"
"225","1.23208","1.23208","1.23208","1.34889","1.34889","1.34889","1.40879","1.40879","1.40879","1.39375","1.39375","1.39375"
"226","1.21803","1.21803","1.21803","1.3472","1.3472","1.3472","1.43695","1.43695","1.43695","1.40979","1.40979","1.40979"
"227","1.23443","1.23443","1.23443","1.35692","1.35692","1.35692","1.43267","1.43267","1.43267","1.41508","1.41508","1.41508"
"228","1.24659","1.24659","1.24659","1.35094","1.35094","1.35094","1.41126","1.41126","1.41126","1.39588","1.39588","1.39588"
"229","1.22427","1.22427","1.22427","1.33396","1.33396","1.33396","1.43058","1.43058","1.43058","1.40371","1.40371","1.40371"
"230","1.21967","1.21967","1.21967","1.32887","1.32887","1.32887","1.38675","1.38675","1.38675","1.38132","1.38132","1.38132"
"231","1.20442","1.20442","1.20442","1.32832","1.32832","1.32832","1.40881","1.40881","1.40881","1.38142","1.38142","1.38142"
"232","1.2445","1.2445","1.2445","1.36827","1.36827","1.36827","1.46687","1.46687","1.46687","1.43012","1.43012","1.43012"
"233","1.25039","1.25039","1.25039","1.35098","1.35098","1.35098","1.41738","1.41738","1.41738","1.42942","1.42942","1.42942"
"234","1.22451","1.22451","1.22451","1.32603","1.32603","1.32603","1.43111","1.43111","1.43111","1.40687","1.40687","1.40687"
"235","1.21574","1.21574","1.21574","1.33234","1.33234","1.33234","1.39156","1.39156","1.39156","1.39599","1.39599","1.39599"
"236","1.22347","1.22347","1.22347","1.33062","1.33062","1.33062","1.41796","1.41796","1.41796","1.40711","1.40711","1.40711"
"237","1.24358","1.24358","1.24358","1.36265","1.36265","1.36265","1.43496","1.43496","1.43496","1.38533","1.38533","1.38533"
"238","1.21972","1.21972","1.21972","1.32673","1.32673","1.32673","1.43358","1.43358","1.43358","1.40339","1.40339","1.40339"
"239","1.21585","1.21585","1.21585","1.33042","1.33042","1.33042","1.41177","1.41177","1.41177","1.37749","1.37749","1.37749"
"240","1.22412","1.22412","1.22412","1.33648","1.33648","1.33648","1.42595","1.42595","1.42595","1.36947","1.36947","1.36947"
"241","1.21698","1.21698","1.21698","1.33067","1.33067","1.33067","1.40207","1.40207","1.40207","1.38807","1.38807","1.38807"
"242","1.23315","1.23315","1.23315","1.36275","1.36275","1.36275","1.4228","1.4228","1.4228","1.40393","1.40393","1.40393"
"243","1.22846","1.22846","1.22846","1.35377","1.35377","1.35377","1.40463","1.40463","1.40463","1.4044","1.4044","1.4044"
"244","1.21241","1.21241","1.21241","1.34294","1.34294","1.34294","1.43109","1.43109","1.43109","1.42325","1.42325","1.42325"
"245","1.21671","1.21671","1.21671","1.34526","1.34526","1.34526","1.40867","1.40867","1.40867","1.40038","1.40038","1.40038"
"246","1.21424","1.21424","1.21424","1.33501","1.33501","1.33501","1.40786","1.40786","1.40786","1.41493","1.41493","1.41493"
"247","1.19439","1.19439","1.19439","1.32236","1.32236","1.32236","1.39629","1.39629","1.39629","1.39716","1.39716","1.39716"
"248","1.21232","1.21232","1.21232","1.33591","1.33591","1.33591","1.4353","1.4353","1.4353","1.37732","1.37732","1.37732"
"249","1.22332","1.22332","1.22332","1.34153","1.34153","1.34153","1.42373","1.42373","1.42373","1.40463","1.40463","1.40463"
"250","1.21475","1.21475","1.21475","1.33632","1.33632","1.33632","1.41105","1.41105","1.41105","1.38515","1.38515","1.38515"
"251","1.21435","1.21435","1.21435","1.34387","1.34387","1.34387","1.42045","1.42045","1.42045","1.36679","1.36679","1.36679"
"252","1.21208","1.21208","1.21208","1.3516","1.3516","1.3516","1.4251","1.4251","1.4251","1.4046","1.4046","1.4046"
"253","1.21927","1.21927","1.21927","1.35645","1.35645","1.35645","1.43197","1.43197","1.43197","1.42176","1.42176","1.42176"
"254","1.20582","1.20582","1.20582","1.33018","1.33018","1.33018","1.41669","1.41669","1.41669","1.37813","1.37813","1.37813"
"255","1.22126","1.22126","1.22126","1.34028","1.34028","1.34028","1.41545","1.41545","1.41545","1.38903","1.38903","1.38903"
"256","1.20847","1.20847","1.20847","1.32311","1.32311","1.32311","1.40112","1.40112","1.40112","1.39337","1.39337","1.39337"
"257","1.20516","1.20516","1.20516","1.32964","1.32964","1.32964","1.39622","1.39622","1.39622","1.37199","1.37199","1.37199"
"258","1.20524","1.20524","1.20524","1.34095","1.34095","1.34095","1.41569","1.41569","1.41569","1.37851","1.37851","1.37851"
"259","1.22065","1.22065","1.22065","1.35064","1.35064","1.35064","1.39022","1.39022","1.39022","1.38506","1.38506","1.38506"
"260","1.20874","1.20874","1.20874","1.33909","1.33909","1.33909","1.36972","1.36972","1.36972","1.39057","1.39057","1.39057"
"261","1.2007","1.2007","1.2007","1.3372","1.3372","1.3372","1.38663","1.38663","1.38663","1.36469","1.36469","1.36469"
"262","1.20374","1.20374","1.20374","1.32289","1.32289","1.32289","1.40105","1.40105","1.40105","1.37328","1.37328","1.37328"
"263","1.19034","1.19034","1.19034","1.31218","1.31218","1.31218","1.39861","1.39861","1.39861","1.34564","1.34564","1.34564"
"264","1.20353","1.20353","1.20353","1.31808","1.31808","1.31808","1.38818","1.38818","1.38818","1.38622","1.38622","1.38622"
"265","1.19809","1.19809","1.19809","1.33489","1.33489","1.33489","1.41378","1.41378","1.41378","1.37047","1.37047","1.37047"
"266","1.19841","1.19841","1.19841","1.3224","1.3224","1.3224","1.39055","1.39055","1.39055","1.35962","1.35962","1.35962"
"267","1.20291","1.20291","1.20291","1.32392","1.32392","1.32392","1.39171","1.39171","1.39171","1.38778","1.38778","1.38778"
"268","1.22221","1.22221","1.22221","1.33484","1.33484","1.33484","1.38963","1.38963","1.38963","1.35935","1.35935","1.35935"
"269","1.19595","1.19595","1.19595","1.31779","1.31779","1.31779","1.42613","1.42613","1.42613","1.36617","1.36617","1.36617"
"270","1.18735","1.18735","1.18735","1.33703","1.33703","1.33703","1.37818","1.37818","1.37818","1.39733","1.39733","1.39733"
"271","1.19561","1.19561","1.19561","1.32544","1.32544","1.32544","1.38229","1.38229","1.38229","1.37761","1.37761","1.37761"
"272","1.20135","1.20135","1.20135","1.33843","1.33843","1.33843","1.40572","1.40572","1.40572","1.39277","1.39277","1.39277"
"273","1.18126","1.18126","1.18126","1.29905","1.29905","1.29905","1.38322","1.38322","1.38322","1.38742","1.38742","1.38742"
"274","1.19694","1.19694","1.19694","1.32106","1.32106","1.32106","1.40594","1.40594","1.40594","1.39505","1.39505","1.39505"
"275","1.19124","1.19124","1.19124","1.30434","1.30434","1.30434","1.40495","1.40495","1.40495","1.38976","1.38976","1.38976"
"276","1.21156","1.21156","1.21156","1.32821","1.32821","1.32821","1.3708","1.3708","1.3708","1.37737","1.37737","1.37737"
"277","1.20371","1.20371","1.20371","1.32476","1.32476","1.32476","1.39156","1.39156","1.39156","1.38093","1.38093","1.38093"
"278","1.20201","1.20201","1.20201","1.31654","1.31654","1.31654","1.39365","1.39365","1.39365","1.35894","1.35894","1.35894"
"279","1.18679","1.18679","1.18679","1.31135","1.31135","1.31135","1.39509","1.39509","1.39509","1.38083","1.38083","1.38083"
"280","1.20909","1.20909","1.20909","1.32114","1.32114","1.32114","1.41787","1.41787","1.41787","1.37624","1.37624","1.37624"
"281","1.20235","1.20235","1.20235","1.3255","1.3255","1.3255","1.4067","1.4067","1.4067","1.37176","1.37176","1.37176"
"282","1.20095","1.20095","1.20095","1.31861","1.31861","1.31861","1.40023","1.40023","1.40023","1.3905","1.3905","1.3905"
"283","1.1888","1.1888","1.1888","1.30904","1.30904","1.30904","1.36666","1.36666","1.36666","1.34072","1.34072","1.34072"
"284","1.18706","1.18706","1.18706","1.30261","1.30261","1.30261","1.38216","1.38216","1.38216","1.34174","1.34174","1.34174"
"285","1.19394","1.19394","1.19394","1.30495","1.30495","1.30495","1.40008","1.40008","1.40008","1.33092","1.33092","1.33092"
"286","1.20718","1.20718","1.20718","1.31492","1.31492","1.31492","1.39361","1.39361","1.39361","1.35167","1.35167","1.35167"
"287","1.17545","1.17545","1.17545","1.28498","1.28498","1.28498","1.35432","1.35432","1.35432","1.33631","1.33631","1.33631"
"288","1.17384","1.17384","1.17384","1.3072","1.3072","1.3072","1.40586","1.40586","1.40586","1.35448","1.35448","1.35448"
"289","1.17797","1.17797","1.17797","1.31143","1.31143","1.31143","1.37852","1.37852","1.37852","1.36083","1.36083","1.36083"
"290","1.20166","1.20166","1.20166","1.33305","1.33305","1.33305","1.39438","1.39438","1.39438","1.33594","1.33594","1.33594"
"291","1.19508","1.19508","1.19508","1.31408","1.31408","1.31408","1.36092","1.36092","1.36092","1.38264","1.38264","1.38264"
"292","1.20352","1.20352","1.20352","1.31465","1.31465","1.31465","1.36562","1.36562","1.36562","1.38095","1.38095","1.38095"
"293","1.19084","1.19084","1.19084","1.31308","1.31308","1.31308","1.36917","1.36917","1.36917","1.35247","1.35247","1.35247"
"294","1.18526","1.18526","1.18526","1.28446","1.28446","1.28446","1.35166","1.35166","1.35166","1.36972","1.36972","1.36972"
"295","1.20502","1.20502","1.20502","1.32445","1.32445","1.32445","1.39106","1.39106","1.39106","1.39443","1.39443","1.39443"
"296","1.19494","1.19494","1.19494","1.30209","1.30209","1.30209","1.38846","1.38846","1.38846","1.35609","1.35609","1.35609"
"297","1.1847","1.1847","1.1847","1.29664","1.29664","1.29664","1.3579","1.3579","1.3579","1.38522","1.38522","1.38522"
"298","1.18833","1.18833","1.18833","1.28996","1.28996","1.28996","1.38211","1.38211","1.38211","1.3445","1.3445","1.3445"
"299","1.19839","1.19839","1.19839","1.30331","1.30331","1.30331","1.38408","1.38408","1.38408","1.34685","1.34685","1.34685"
"300","1.21061","1.21061","1.21061","1.32884","1.32884","1.32884","1.39362","1.39362","1.39362","1.38348","1.38348","1.38348"
"301","1.18019","1.18019","1.18019","1.29225","1.29225","1.29225","1.36896","1.36896","1.36896","1.34378","1.34378","1.34378"
"302","1.18484","1.18484","1.18484","1.30522","1.30522","1.30522","1.34956","1.34956","1.34956","1.34478","1.34478","1.34478"
"303","1.17964","1.17964","1.17964","1.29851","1.29851","1.29851","1.35943","1.35943","1.35943","1.33509","1.33509","1.33509"
"304","1.17499","1.17499","1.17499","1.28164","1.28164","1.28164","1.36524","1.36524","1.36524","1.34009","1.34009","1.34009"
"305","1.16571","1.16571","1.16571","1.28101","1.28101","1.28101","1.37646","1.37646","1.37646","1.35646","1.35646","1.35646"
"306","1.19726","1.19726","1.19726","1.31125","1.31125","1.31125","1.39411","1.39411","1.39411","1.33349","1.33349","1.33349"
"307","1.20423","1.20423","1.20423","1.32241","1.32241","1.32241","1.38858","1.38858","1.38858","1.32361","1.32361","1.32361"
"308","1.19099","1.19099","1.19099","1.28873","1.28873","1.28873","1.35834","1.35834","1.35834","1.3396","1.3396","1.3396"
"309","1.18737","1.18737","1.18737","1.30648","1.30648","1.30648","1.37291","1.37291","1.37291","1.33665","1.33665","1.33665"
"310","1.1835","1.1835","1.1835","1.30968","1.30968","1.30968","1.3648","1.3648","1.3648","1.33728","1.33728","1.33728"
"311","1.17722","1.17722","1.17722","1.29998","1.29998","1.29998","1.37071","1.37071","1.37071","1.39025","1.39025","1.39025"
"312","1.18123","1.18123","1.18123","1.30053","1.30053","1.30053","1.3531","1.3531","1.3531","1.35222","1.35222","1.35222"
"313","1.16703","1.16703","1.16703","1.28495","1.28495","1.28495","1.35153","1.35153","1.35153","1.34324","1.34324","1.34324"
"314","1.18772","1.18772","1.18772","1.30768","1.30768","1.30768","1.36705","1.36705","1.36705","1.33139","1.33139","1.33139"
"315","1.18105","1.18105","1.18105","1.29881","1.29881","1.29881","1.36551","1.36551","1.36551","1.34892","1.34892","1.34892"
"316","1.16517","1.16517","1.16517","1.29131","1.29131","1.29131","1.36503","1.36503","1.36503","1.36793","1.36793","1.36793"
"317","1.16362","1.16362","1.16362","1.2798","1.2798","1.2798","1.36284","1.36284","1.36284","1.36413","1.36413","1.36413"
"318","1.17156","1.17156","1.17156","1.31087","1.31087","1.31087","1.36171","1.36171","1.36171","1.36164","1.36164","1.36164"
"319","1.1551","1.1551","1.1551","1.27981","1.27981","1.27981","1.34314","1.34314","1.34314","1.33785","1.33785","1.33785"
"320","1.14584","1.14584","1.14584","1.27376","1.27376","1.27376","1.30632","1.30632","1.30632","1.36057","1.36057","1.36057"
"321","1.17868","1.17868","1.17868","1.29257","1.29257","1.29257","1.35889","1.35889","1.35889","1.34299","1.34299","1.34299"
"322","1.18658","1.18658","1.18658","1.30346","1.30346","1.30346","1.35798","1.35798","1.35798","1.32061","1.32061","1.32061"
"323","1.18079","1.18079","1.18079","1.31056","1.31056","1.31056","1.36162","1.36162","1.36162","1.35579","1.35579","1.35579"
"324","1.1797","1.1797","1.1797","1.30388","1.30388","1.30388","1.32811","1.32811","1.32811","1.34072","1.34072","1.34072"
"325","1.17044","1.17044","1.17044","1.27432","1.27432","1.27432","1.34417","1.34417","1.34417","1.31453","1.31453","1.31453"
"326","1.16326","1.16326","1.16326","1.28883","1.28883","1.28883","1.33416","1.33416","1.33416","1.31073","1.31073","1.31073"
